,safegraph_place_id,location_name,region,postal_code,naics_code,raw_visit_counts,median_dwell,bucketed_dwell_times,latitude,longitude,state,stateFIPS,countyFIPS,countyName,CBGFIPS
26,sg:00f6792e8a084dd7965b54d3793f4147,Dragon Palace,NH,3465,722511.0,5,12.0,"{""<5"":0,""5-20"":4,""21-60"":0,""61-240"":1,"">240"":0}",42.831216999999995,-72.184747,NH,33.0,33005.0,Cheshire County,330059708003.0
400,sg:0c68fa3725874bfd9a28fa0fbff44e45,Aroma Joe's,NH,3867,722511.0,65,7.0,"{""<5"":2,""5-20"":41,""21-60"":6,""61-240"":8,"">240"":8}",43.328176,-71.003428,NH,33.0,33017.0,Strafford County,330170846001.0
1040,sg:21520b57122c4be3bd2bab33c06bc2c8,Cristy's Pizza,NH,3842,722511.0,28,10.0,"{""<5"":1,""5-20"":22,""21-60"":3,""61-240"":0,"">240"":2}",42.904312,-70.814406,NH,33.0,33015.0,Rockingham County,330150650081.0
2240,sg:48d5e48447a04006989acd98fd020df0,St Nicholas Orthodox Church,NH,3104,813110.0,3,16.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":0}",42.994937,-71.409024,NH,33.0,33011.0,Hillsborough County,330110010001.0
2965,sg:6093b45eaa564ab680b9df1fbdb5a0a1,Tire Warehouse,NH,3833,441310.0,6,35.0,"{""<5"":0,""5-20"":1,""21-60"":3,""61-240"":2,"">240"":0}",42.995528,-70.972711,NH,33.0,33015.0,Rockingham County,330150610012.0
3008,sg:61fe7ce8993d4533b6dee84781de229e,Black Paw Studio,NH,3031,448120.0,2,406.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":1}",42.818915000000004,-71.579013,NH,33.0,33011.0,Hillsborough County,330110152004.0
3229,sg:696a278d8eaa49518a330729bbb1b960,Trinity Christian School,NH,3301,611110.0,6,97.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":4,"">240"":1}",43.190678999999996,-71.55064,NH,33.0,33013.0,Merrimack County,330130325002.0
3895,sg:8041f2fbd14c44a09f22e2ab40f94a23,Chambers Park,NH,3784,712190.0,2,16.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",43.688478,-72.300195,NH,33.0,33009.0,Grafton County,330099617005.0
3953,sg:82736815d46947e78783f78e9fc48eb0,Brentwood School,NH,3054,611110.0,9,14.0,"{""<5"":0,""5-20"":7,""21-60"":1,""61-240"":1,"">240"":0}",42.862407,-71.49849499999999,NH,33.0,33011.0,Hillsborough County,330110141002.0
4038,sg:85eb79f13b454994b55afcc8f7e1dc1f,Linda's Breakfast Place,NH,3874,722511.0,1,12.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",42.902501,-70.867981,NH,33.0,33015.0,Rockingham County,330150630022.0
4192,sg:8c196eb575404d6babe30ad060631e2b,Studio 7 Fitness and Wellness LLC,NH,3870,713940.0,4,16.5,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":1,"">240"":0}",43.007046,-70.806669,NH,33.0,33015.0,Rockingham County,330150710003.0
4233,sg:8e2317038e1b420ebb118e8ce3a9016d,Epping Carwash,NH,3042,811192.0,2,15.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",43.063053000000004,-71.014922,NH,33.0,33015.0,Rockingham County,330150590002.0
4477,sg:96e91786884d43b59cd91b00940bcb5f,All Paws & Pets Crematory,NH,3054,812910.0,4,37.0,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":0,"">240"":1}",42.803501000000004,-71.482586,NH,33.0,33011.0,Hillsborough County,330110141004.0
4492,sg:978dafb948334685bcecded21bba3ab2,Days Inn,NH,3431,721110.0,10,210.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":4,"">240"":4}",42.924284,-72.305306,NH,33.0,33005.0,Cheshire County,330059714021.0
4580,sg:9aa0d09c1f5c488f9a7ee2e4f5d85d03,The Village Gun Store,NH,3598,451110.0,31,10.0,"{""<5"":2,""5-20"":19,""21-60"":6,""61-240"":3,"">240"":1}",44.372983000000005,-71.611568,NH,33.0,33007.0,Coos County,330079511002.0
4788,sg:a1a6fdf1d7fa4460bfda454c07aac067,Nashua Outdoor Power Equipment,NH,3031,444130.0,16,95.5,"{""<5"":0,""5-20"":5,""21-60"":3,""61-240"":5,"">240"":3}",42.810784999999996,-71.575477,NH,33.0,33011.0,Hillsborough County,330110152004.0
5007,sg:a99d54208f35480bb5d1c37cb38d9064,CRS Mechanical,NH,3301,444130.0,3,14.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",43.204557,-71.514276,NH,33.0,33013.0,Merrimack County,330130441003.0
5171,sg:af6a4763b5ce4e4f8c199ca75aa1e7ed,J.Crew,NH,3860,448140.0,1,7.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",44.023407,-71.112576,NH,33.0,33003.0,Carroll County,330039553005.0
6117,sg:d20b3ccb9f9f49deb669e493c2789de1,Bedford Ambulatory Surgical Center,NH,3110,621111.0,9,114.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":2,"">240"":4}",42.96066,-71.476776,NH,33.0,33011.0,Hillsborough County,330110029022.0
6564,sg:e2a500f8e40443f8bf83e8aa2db02271,Tradesman Auto Body,NH,3076,811121.0,1,12.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",42.707982,-71.318786,NH,33.0,33011.0,Hillsborough County,330112002001.0
6584,sg:e3c704d80c8947f799b53191c9f31b17,Goodwin Park,NH,3766,712190.0,6,18.0,"{""<5"":2,""5-20"":2,""21-60"":1,""61-240"":0,"">240"":1}",43.6311,-72.246756,NH,33.0,33009.0,Grafton County,330099618005.0
6598,sg:e457667e473343169e8611c8b05ddfc2,Crow's Feet Antiques,NH,3581,453310.0,3,11.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":0}",44.38637,-71.17311,NH,33.0,33007.0,Coos County,330079509002.0
6678,sg:e6d88381bbb8437aa9e4d48bff0c4e7e,Heads Pond Trail,NH,3106,712190.0,3,222.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":1}",43.103034,-71.445145,NH,33.0,33013.0,Merrimack County,330130442002.0
7011,sg:f3f3e9e9532a420ca6c71dcd366e24e0,Circle K,NH,3253,445120.0,16,17.5,"{""<5"":1,""5-20"":9,""21-60"":1,""61-240"":1,"">240"":4}",43.661175,-71.493447,NH,33.0,33001.0,Belknap County,330019652002.0
7303,sg:fecb71a1d82441ae865ab5d1bfcfa22f,Pizza Chef,NH,3216,722511.0,16,18.0,"{""<5"":1,""5-20"":9,""21-60"":5,""61-240"":0,"">240"":1}",43.436411,-71.819293,NH,33.0,33013.0,Merrimack County,330130425002.0
7725,sg:0c5e0f46ae984a0792a3f893f8078605,Mobil,NH,3848,447110.0,7,5.0,"{""<5"":1,""5-20"":6,""21-60"":0,""61-240"":0,"">240"":0}",42.915203999999996,-71.059413,NH,33.0,33015.0,Rockingham County,330151051001.0
8153,sg:1a26963b7f2847ba935975cfaa9ea802,Speedway,NH,3301,447110.0,60,8.0,"{""<5"":8,""5-20"":38,""21-60"":6,""61-240"":3,"">240"":5}",43.193882,-71.527654,NH,33.0,33013.0,Merrimack County,330130322002.0
8215,sg:1c343ee73915497daba0fcec2080e5c2,Somerville Street Market,NH,3103,722511.0,22,191.5,"{""<5"":0,""5-20"":7,""21-60"":2,""61-240"":3,"">240"":10}",42.976582,-71.439915,NH,33.0,33011.0,Hillsborough County,330110018005.0
8472,sg:2445bcb5416b443cbf3074a6ea786528,Wild Meadow Canoes & Kayaks,NH,3226,441222.0,1,6.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",43.709691,-71.45996600000001,NH,33.0,33003.0,Carroll County,330039563004.0
8523,sg:25c2a15fb7c0481a93d57264b08837c0,State of New Hampshire,NH,3301,712120.0,61,98.0,"{""<5"":0,""5-20"":19,""21-60"":10,""61-240"":15,"">240"":17}",43.206227,-71.538078,NH,33.0,33013.0,Merrimack County,330130323001.0
9002,sg:36103b4000544c4ca99df92e9cf7ab8e,Beech Street School,NH,3103,611110.0,31,126.0,"{""<5"":1,""5-20"":8,""21-60"":5,""61-240"":5,"">240"":12}",42.984314000000005,-71.45495799999999,NH,33.0,33011.0,Hillsborough County,330110015002.0
9035,sg:376b4ec2ab4648c983a39642c443a731,KinderCare,NH,3062,624410.0,8,109.0,"{""<5"":1,""5-20"":2,""21-60"":1,""61-240"":1,"">240"":3}",42.733411,-71.475225,NH,33.0,33011.0,Hillsborough County,330110113001.0
9114,sg:39baf12d3ad34031bba28951ff15318c,Best Fitness,NH,3062,713940.0,16,124.0,"{""<5"":0,""5-20"":1,""21-60"":5,""61-240"":5,"">240"":5}",42.737201,-71.482878,NH,33.0,33011.0,Hillsborough County,330110113001.0
9133,sg:3a4f3e7dd2ec484ba011a58934ac216d,NAPA Auto Parts,NH,3458,441310.0,6,15.5,"{""<5"":0,""5-20"":5,""21-60"":0,""61-240"":1,"">240"":0}",42.866738,-71.954001,NH,33.0,33011.0,Hillsborough County,330110230003.0
9404,sg:432c562a986440af82f414f33ab59861,Veracka's Auto Service,NH,3768,811111.0,28,593.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":4,"">240"":24}",43.813941,-72.15209399999999,NH,33.0,33009.0,Grafton County,330099609002.0
9450,sg:44fd58ad0d16423689efffb253c79ad7,Walgreens,NH,3053,446110.0,64,8.0,"{""<5"":5,""5-20"":50,""21-60"":7,""61-240"":2,"">240"":0}",42.844749,-71.362039,NH,33.0,33015.0,Rockingham County,330150039021.0
9506,sg:46cea876306943c8bab21ee7aacb9d18,Fireworks,NH,3431,722511.0,6,993.5,"{""<5"":1,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":4}",42.93318,-72.277916,NH,33.0,33005.0,Cheshire County,330059711002.0
9629,sg:4b1744e56add4009b82a53ee485ebbd6,Heidi Sauer PA C,NH,3801,812199.0,18,205.0,"{""<5"":0,""5-20"":0,""21-60"":6,""61-240"":4,"">240"":8}",43.062344,-70.794085,NH,33.0,33015.0,Rockingham County,330151074001.0
9996,sg:581907cf73094a8cb898ff489160a0d4,603 Performance and Maintenance of Londonderry,NH,3053,811192.0,8,14.0,"{""<5"":1,""5-20"":5,""21-60"":0,""61-240"":2,"">240"":0}",42.917617,-71.403803,NH,33.0,33015.0,Rockingham County,330150037031.0
11131,sg:806f1725f0014168aa56c9556ada72ad,Chiropractic Works,NH,3051,621310.0,10,26.5,"{""<5"":0,""5-20"":4,""21-60"":4,""61-240"":2,"">240"":0}",42.759633,-71.431533,NH,33.0,33011.0,Hillsborough County,330110122004.0
11225,sg:8341988286a04d41b4b71b1b989ce42d,Hannaford Supermarkets,NH,3038,445110.0,63,13.0,"{""<5"":5,""5-20"":34,""21-60"":15,""61-240"":5,"">240"":4}",42.900292,-71.33734799999999,NH,33.0,33015.0,Rockingham County,330150033021.0
11455,sg:8b2afdbba870429a8da5e4269582210a,Crossroads Academy,NH,3768,611110.0,1,150.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",43.779144,-72.182014,NH,33.0,33009.0,Grafton County,330099609003.0
11636,sg:92a9f8c67be644d9a9b4ebd2d453cfcd,Danbury Christian Church,NH,3230,813110.0,10,607.5,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":8}",43.50528,-71.873715,NH,33.0,33013.0,Merrimack County,330130415002.0
11910,sg:9cec70b67cae4925a62d834ec3212efe,CrossFit,NH,3264,713940.0,5,33.0,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":1,"">240"":0}",43.770329,-71.755313,NH,33.0,33009.0,Grafton County,330099610004.0
11973,sg:9efc13d7224a4dd8b6f5db1a0d8452ee,The Counseling Center Peterborough,NH,3458,621330.0,10,55.5,"{""<5"":0,""5-20"":5,""21-60"":0,""61-240"":3,"">240"":2}",42.877953999999995,-71.950385,NH,33.0,33011.0,Hillsborough County,330110230004.0
12307,sg:aa600706eb1b40aba1ae75b993cd0b4e,Pembroke Wellness Center,NH,3275,621111.0,16,14.5,"{""<5"":2,""5-20"":7,""21-60"":2,""61-240"":2,"">240"":3}",43.13069,-71.45124,NH,33.0,33013.0,Merrimack County,330130032005.0
12388,sg:acff3560fbe443edbb03e8f79fb14286,Mason Racing,NH,3766,441228.0,15,20.0,"{""<5"":1,""5-20"":7,""21-60"":1,""61-240"":0,"">240"":6}",43.641603,-72.25484200000001,NH,33.0,33009.0,Grafton County,330099618004.0
12770,sg:bbd99940d0e5435a9c5f10ec4f9c4eb3,WineNot Boutique,NH,3060,713940.0,15,19.0,"{""<5"":0,""5-20"":8,""21-60"":6,""61-240"":1,"">240"":0}",42.759151,-71.464968,NH,33.0,33011.0,Hillsborough County,330110107001.0
12886,sg:c0004f89f7614a72b59cd6137bf60cbb,Riverhouse Cafe,NH,3055,722511.0,3,43.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":1,"">240"":0}",42.835494,-71.650437,NH,33.0,33011.0,Hillsborough County,330110162012.0
13093,sg:c6b63cf12ca741868333e9f7692f21a7,McDonald's,NH,3077,722513.0,123,9.0,"{""<5"":11,""5-20"":92,""21-60"":7,""61-240"":6,"">240"":7}",43.035428,-71.163255,NH,33.0,33015.0,Rockingham County,330150550022.0
13224,sg:cbac99b4d6c9430c82451ce4fb4d4568,Poppy Seed Studio,NH,3878,453220.0,3,6.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":0}",43.261887,-70.864901,NH,33.0,33017.0,Strafford County,330170830015.0
13710,sg:dc49b6e5c3d64cc38b605327356c6cef,Little Expressions Child Care And Preschool,NH,3077,624410.0,4,51.5,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":2,"">240"":0}",43.041853,-71.187423,NH,33.0,33015.0,Rockingham County,330150550022.0
13872,sg:e2ad395b66874bc18d9c8423c180a3ed,The Book Cellar,NH,3063,451211.0,182,22.0,"{""<5"":8,""5-20"":79,""21-60"":76,""61-240"":18,"">240"":1}",42.800140999999996,-71.541848,NH,33.0,33011.0,Hillsborough County,330110102001.0
13929,sg:e52c945a551a4a159b94cc73e22c28bd,Jeffrey Scott Fine Jewelers,NH,3031,448310.0,2,30.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",42.804936,-71.564574,NH,33.0,33011.0,Hillsborough County,330110152004.0
14248,sg:f02953bf2abb435ba5f9ee50265d532f,Regency Heights,NH,3102,522110.0,16,39.0,"{""<5"":0,""5-20"":4,""21-60"":7,""61-240"":5,"">240"":0}",43.035329,-71.48344300000001,NH,33.0,33011.0,Hillsborough County,330110002032.0
14503,sg:f95356fff85641e78636dc4e63adcab8,Goffstown Public Library,NH,3045,519120.0,2,4.5,"{""<5"":1,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",43.020585,-71.599962,NH,33.0,33011.0,Hillsborough County,330110027023.0
14895,sg:070817c9142348d18255cc7a4ceb154e,Fastenal,NH,3062,444130.0,28,130.5,"{""<5"":0,""5-20"":5,""21-60"":6,""61-240"":10,"">240"":7}",42.739195,-71.490371,NH,33.0,33011.0,Hillsborough County,330110114021.0
14898,sg:07466b1baf7449cbb33b7383c275ef16,Sherwin-Williams,NH,3743,444120.0,1,4.0,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":0}",43.373673,-72.327833,NH,33.0,33019.0,Sullivan County,330199759011.0
15398,sg:1890212f93da4257a1f0e7f86db814d6,Dickerson Jas F DMD,NH,3079,621210.0,1,9.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",42.793167,-71.187612,NH,33.0,33015.0,Rockingham County,330151002003.0
15402,sg:18a1a667a66c457cad74974caf98dddd,Merrill Johnson Early Childhood Program,NH,3079,624410.0,1,38.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",42.790161,-71.20360600000001,NH,33.0,33015.0,Rockingham County,330151002003.0
15666,sg:2158fb0c457f49afb506d83eaf41b13e,Shiloh Community Church,NH,3102,813110.0,4,5.5,"{""<5"":1,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",42.991321,-71.497853,NH,33.0,33011.0,Hillsborough County,330110022001.0
15831,sg:2680d96c23f44c8493fb080d7f3c012f,Tractor Supply Co.,NH,3864,444130.0,33,14.0,"{""<5"":0,""5-20"":22,""21-60"":3,""61-240"":2,"">240"":6}",43.702729,-71.112433,NH,33.0,33003.0,Carroll County,330039559001.0
15973,sg:2b19b1924d3541dfa3e42c31a8e24135,Kids By The Common,NH,3304,624410.0,4,8.0,"{""<5"":1,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",43.131626000000004,-71.547489,NH,33.0,33013.0,Merrimack County,330130310012.0
16320,sg:363a5bbecc7b47fa954e644a107147c2,Techpros Firearms,NH,3570,451110.0,18,52.5,"{""<5"":1,""5-20"":6,""21-60"":3,""61-240"":6,"">240"":2}",44.469747999999996,-71.166434,NH,33.0,33007.0,Coos County,330079506002.0
16334,sg:36b9aa0d573e4d3da462c59ac84d9d4e,Brandy Brow Auto Parts,NH,3865,441310.0,6,9.5,"{""<5"":1,""5-20"":4,""21-60"":1,""61-240"":0,"">240"":0}",42.824653000000005,-71.058006,NH,33.0,33015.0,Rockingham County,330151011004.0
16592,sg:3f091586f0e54408a51142f5f90482ce,Genesis HealthCare,NH,3458,621498.0,8,145.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":5,"">240"":1}",42.90826,-71.936109,NH,33.0,33011.0,Hillsborough County,330110230001.0
17174,sg:518cd1d18e3242748887b9a8ea912563,McDonald's,NH,3801,722513.0,89,9.0,"{""<5"":9,""5-20"":58,""21-60"":13,""61-240"":4,"">240"":5}",43.092228999999996,-70.79957399999999,NH,33.0,33015.0,Rockingham County,330151075001.0
17188,sg:5247c87317004bc8a819f33b2cf48289,Quantum Tones Healing,NH,3570,621330.0,4,13.5,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":0,"">240"":0}",44.483764,-71.162566,NH,33.0,33007.0,Coos County,330079506001.0
17399,sg:59864e6bfab943aa84c8f960c148defb,Sierra Trading Post,NH,3060,451110.0,16,28.5,"{""<5"":1,""5-20"":4,""21-60"":7,""61-240"":4,"">240"":0}",42.713215000000005,-71.44578800000001,NH,33.0,33011.0,Hillsborough County,330110111022.0
17432,sg:5abdb549f7dd43f69272d3511c9cfd5b,Lexie's Exeter,NH,3833,722511.0,31,10.0,"{""<5"":3,""5-20"":20,""21-60"":3,""61-240"":5,"">240"":0}",42.982341,-70.957435,NH,33.0,33015.0,Rockingham County,330151062003.0
17692,sg:63d2276fac484b8bbd2377be20a2486b,O'Reilly Auto Parts,NH,3276,441310.0,16,34.5,"{""<5"":2,""5-20"":6,""21-60"":1,""61-240"":4,"">240"":3}",43.457254,-71.561892,NH,33.0,33001.0,Belknap County,330019655983.0
17898,sg:697b32656a934af0835f828aa78ab3b6,Hong Kong City Restaurant,NH,3109,722511.0,23,361.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":3,"">240"":14}",42.985469,-71.42022800000001,NH,33.0,33011.0,Hillsborough County,330110011002.0
17949,sg:6b807716470f49fe85268c833e0b4bdf,Blackbird Market & Deli,NH,3281,722511.0,25,13.0,"{""<5"":1,""5-20"":13,""21-60"":3,""61-240"":3,"">240"":5}",43.112383,-71.74308,NH,33.0,33011.0,Hillsborough County,330110210001.0
18048,sg:6f29116b0f784c6cb8c5106969ccb5ce,The World Schools,NH,3062,611110.0,16,287.5,"{""<5"":0,""5-20"":4,""21-60"":2,""61-240"":0,"">240"":10}",42.710138,-71.463138,NH,33.0,33011.0,Hillsborough County,330110112001.0
18477,sg:7f5c972a47224d0db631cd1f34775dbe,Affordable Firearms,NH,3076,451110.0,6,10.0,"{""<5"":1,""5-20"":4,""21-60"":0,""61-240"":0,"">240"":1}",42.720753,-71.319282,NH,33.0,33011.0,Hillsborough County,330112003002.0
18557,sg:81d66aaf9aaf4a0bba874c9a1e842a48,Keytown Irving Service & Towing,NH,3253,488410.0,2,29.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",43.57819,-71.45405,NH,33.0,33001.0,Belknap County,330019662003.0
18560,sg:81dd4ebefad2434686c5f426a7753bff,At Om Yoga,NH,3301,713940.0,4,28.0,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":1,"">240"":0}",43.205401,-71.535638,NH,33.0,33013.0,Merrimack County,330130323001.0
19133,sg:964cd3cf763447be997c62d71dd5c37e,Jacques Flower Shop,NH,3102,453110.0,5,6.0,"{""<5"":1,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":1}",42.991991,-71.50353199999999,NH,33.0,33011.0,Hillsborough County,330110028004.0
19371,sg:9f6a0f70aaaa4d07aa1b84b31e93257e,McDonald's,NH,3301,722513.0,179,8.0,"{""<5"":10,""5-20"":128,""21-60"":14,""61-240"":8,"">240"":19}",43.19715,-71.53125899999999,NH,33.0,33013.0,Merrimack County,330130322002.0
19775,sg:adaaa87f98d04e6bbe089b1df43668aa,McGirl Barton E DDS,NH,3867,621210.0,4,119.5,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":2,"">240"":0}",43.296067,-70.960337,NH,33.0,33017.0,Strafford County,330170841004.0
20060,sg:b8f4d38dd2a846e3924b835865fe1390,Schrupp Troy DDS,NH,3249,621210.0,3,64.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":2,"">240"":0}",43.545417,-71.403238,NH,33.0,33001.0,Belknap County,330019664025.0
20488,sg:c947f9c9020d4ba586adc1c47707b471,Wolfeboro OB Gyn,NH,3894,621111.0,13,19.0,"{""<5"":0,""5-20"":7,""21-60"":0,""61-240"":2,"">240"":4}",43.58195,-71.200654,NH,33.0,33003.0,Carroll County,330039561005.0
20726,sg:d1deaa7bc64c40bba1f4547359e6d9d5,Dynamic Mobile Repair,NH,3835,811111.0,5,8.0,"{""<5"":0,""5-20"":5,""21-60"":0,""61-240"":0,"">240"":0}",43.366336,-71.039192,NH,33.0,33017.0,Strafford County,330170870003.0
20871,sg:d6fe2a3ee4e340c69b8d790df21413da,Squam Lake MarketPlace,NH,3245,722515.0,6,168.5,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":0,"">240"":3}",43.731065,-71.587756,NH,33.0,33009.0,Grafton County,330099611004.0
20954,sg:d9e7fb771dcf4b5c8adff6e01b49159a,Precision BMW Repair,NH,3833,811111.0,6,380.5,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":5}",43.006576,-71.078362,NH,33.0,33015.0,Rockingham County,330150600001.0
21154,sg:e1027cfdcc2246e9b7311294a583b086,Muse Gifts & Books,NH,3455,453220.0,8,244.5,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":1,"">240"":4}",42.904098,-72.208985,NH,33.0,33005.0,Cheshire County,330059708001.0
21746,sg:f6b2fa1ac605455dbd03cb18c9605be9,Lia Gormley Fine Jewelry,NH,3801,448310.0,1,18.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",43.077493,-70.757819,NH,33.0,33015.0,Rockingham County,330150691001.0
21794,sg:f873295112594065ae635bec872e4b7e,CVS,NH,3458,446110.0,62,10.5,"{""<5"":1,""5-20"":48,""21-60"":11,""61-240"":1,"">240"":1}",42.875648999999996,-71.960647,NH,33.0,33011.0,Hillsborough County,330110230003.0
22160,sg:05d6443d4458405cb6addbe223518c71,Smith Bridge,NH,3264,712120.0,3,12.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":0,"">240"":0}",43.774208,-71.736991,NH,33.0,33009.0,Grafton County,330099610003.0
22414,sg:0dd785b6111f4e2e8919bfed061ae112,Uno Chicago Grill,NH,3276,722511.0,18,22.5,"{""<5"":0,""5-20"":8,""21-60"":7,""61-240"":2,"">240"":1}",43.458715999999995,-71.560828,NH,33.0,33001.0,Belknap County,330019655983.0
22884,sg:1c56d31cb58343589f0bd6c1babbfb7b,Studio LAVO,NH,3104,446120.0,7,25.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":0,"">240"":1}",43.006269,-71.4639,NH,33.0,33011.0,Hillsborough County,330110006001.0
23127,sg:233da13aaf134cb18a389dbb6c3d7800,Dunkin',NH,3275,722515.0,73,7.0,"{""<5"":8,""5-20"":64,""21-60"":1,""61-240"":0,"">240"":0}",43.179749,-71.488499,NH,33.0,33013.0,Merrimack County,330130032001.0
23531,sg:316ec65da3424e559145bf71e091ea7d,Roto Rooter Plumbing & Water Cleanup,NH,3103,444130.0,8,49.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":3,"">240"":1}",42.959933,-71.434426,NH,33.0,33011.0,Hillsborough County,330110025002.0
23765,sg:3927f9e667614c4fb1c7b2938e897790,Freight House Consignment,NH,3234,452319.0,6,459.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":5}",43.227864000000004,-71.354129,NH,33.0,33013.0,Merrimack County,330130340001.0
23836,sg:3ba190a98eda40ddb190b3486179312e,Hallmark Cards,NH,3055,453220.0,20,10.5,"{""<5"":2,""5-20"":13,""21-60"":3,""61-240"":1,"">240"":1}",42.839098,-71.666246,NH,33.0,33011.0,Hillsborough County,330110162012.0
24259,sg:490e301096f34542a1d7ed10592ea962,Upper Connecticut Valley Hospital,NH,3576,622110.0,50,127.0,"{""<5"":1,""5-20"":7,""21-60"":9,""61-240"":10,"">240"":23}",44.904496,-71.48096899999999,NH,33.0,33007.0,Coos County,330079502001.0
24389,sg:4dc8254cfff1446a8a2a1fb1da1b1d09,Hunt Community,NH,3060,621610.0,9,212.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":3,"">240"":4}",42.750408,-71.45894799999999,NH,33.0,33011.0,Hillsborough County,330110107002.0
24534,sg:52d0229d30ed491ca686babd9c9a9623,New London Hospital,NH,3257,622110.0,136,189.0,"{""<5"":0,""5-20"":25,""21-60"":21,""61-240"":31,"">240"":59}",43.420759000000004,-72.000111,NH,33.0,33013.0,Merrimack County,330130410003.0
24916,sg:6101ad95aa754b2fae69de1f14ea0df2,Sisters of Holy Cross,NH,3060,813110.0,26,57.0,"{""<5"":1,""5-20"":4,""21-60"":8,""61-240"":9,"">240"":4}",42.757019,-71.45179300000001,NH,33.0,33011.0,Hillsborough County,330110106002.0
25112,sg:67d7019f03284c349cfad30aed713160,Skinner's Bob Ski & Sports,NH,3255,451110.0,4,17.5,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":0,"">240"":0}",43.340917,-72.067777,NH,33.0,33013.0,Merrimack County,330130405004.0
25445,sg:73ee380731104fabbef810c8d68dd60d,Auburn Tavern,NH,3032,722511.0,9,12.0,"{""<5"":1,""5-20"":5,""21-60"":3,""61-240"":0,"">240"":0}",43.023428,-71.364281,NH,33.0,33015.0,Rockingham County,330150040001.0
25534,sg:770630c83e9d4796adf682d430ecd2ed,New Found Wrench & Wax,NH,3222,811192.0,5,259.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":2,"">240"":3}",43.600797,-71.722981,NH,33.0,33009.0,Grafton County,330099612004.0
25627,sg:7a0891d9a7e34225b32499cc78e55945,Juliano's Italian Pizzeria,NH,3038,722511.0,1,940.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",42.88977,-71.314228,NH,33.0,33015.0,Rockingham County,330150037011.0
