,safegraph_place_id,location_name,region,postal_code,naics_code,raw_visit_counts,median_dwell,bucketed_dwell_times,latitude,longitude,state,stateFIPS,countyFIPS,countyName,CBGFIPS
798216,sg:6998a03f71fd448aa3fbb6a332854768,Baseball Cards of Rl,RI,2852,451120.0,15,11.0,"{""<5"":1,""5-20"":9,""21-60"":2,""61-240"":3,"">240"":0}",41.610878,-71.45757900000001,RI,44.0,44009.0,Washington County,440090501033.0
798228,sg:6a0095556e06440bb9907aca67e07907,Bargain City Flea Market,RI,2864,453310.0,26,19.5,"{""<5"":1,""5-20"":14,""21-60"":8,""61-240"":1,"">240"":2}",41.912222,-71.397054,RI,44.0,44007.0,Providence County,440070112004.0
798646,sg:78b5adec3e764631a17ce06246b5fe5f,Midstate Gun Company,RI,2816,451110.0,18,28.0,"{""<5"":0,""5-20"":8,""21-60"":4,""61-240"":6,"">240"":0}",41.678203,-71.58587299999999,RI,44.0,44003.0,Kent County,440030207032.0
798978,sg:850c722eb9584d05bdeced68ab56ff7c,EP Martial Arts,RI,2914,713940.0,3,11.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",41.819631,-71.366249,RI,44.0,44007.0,Providence County,440070102004.0
799050,sg:87845a59b4e8429f902fc766ea0ed132,Willow Field,RI,2909,713940.0,14,108.5,"{""<5"":2,""5-20"":1,""21-60"":2,""61-240"":3,"">240"":6}",41.875029,-71.53605400000001,RI,44.0,44007.0,Providence County,440070127023.0
799226,sg:8dc9de102e0f45f28f38f7c9e6110d0d,Legal Sea Foods,RI,2920,722511.0,24,9.0,"{""<5"":0,""5-20"":18,""21-60"":5,""61-240"":1,"">240"":0}",41.759862,-71.458969,RI,44.0,44007.0,Providence County,440070139003.0
799257,sg:8ef71a92ae3a4d7fb943ebb90762cb52,Concentra,RI,2904,621493.0,39,16.0,"{""<5"":2,""5-20"":18,""21-60"":8,""61-240"":4,"">240"":7}",41.847443,-71.414754,RI,44.0,44007.0,Providence County,440070029004.0
799364,sg:9336fc9a939044f3bb376b69550f1530,DelBonis Importing Company,RI,2921,447110.0,8,43.5,"{""<5"":0,""5-20"":3,""21-60"":2,""61-240"":3,"">240"":0}",41.757622999999995,-71.492552,RI,44.0,44007.0,Providence County,440070145012.0
799394,sg:94f5c9297cf047d99a23d6dc846844aa,Carter Candies,RI,2861,445292.0,5,26.0,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":1,"">240"":0}",41.896567,-71.353227,RI,44.0,44007.0,Providence County,440070157004.0
799555,sg:9a9d4e2458ef48919e7ff8e27f586fa5,Santuary Clinical Skincare Studio,RI,2903,446120.0,25,65.0,"{""<5"":1,""5-20"":8,""21-60"":3,""61-240"":7,"">240"":6}",41.818107,-71.401779,RI,44.0,44007.0,Providence County,440070037002.0
799565,sg:9b1e867b99194382a9a21122029bc808,Bella Restaurant,RI,2826,722511.0,10,18.0,"{""<5"":0,""5-20"":6,""21-60"":1,""61-240"":1,"">240"":2}",41.974371999999995,-71.630333,RI,44.0,44007.0,Providence County,440070130021.0
799721,sg:a0569d171ba946e7a62270e33a2b7ebb,Felicia's Coffee,RI,2818,722515.0,89,8.0,"{""<5"":4,""5-20"":66,""21-60"":9,""61-240"":3,"">240"":7}",41.638825,-71.46947,RI,44.0,44003.0,Kent County,440030209042.0
800321,sg:b61752e610714b7d8c17f5553257d6b1,Sunoco,RI,2842,447110.0,27,7.0,"{""<5"":1,""5-20"":23,""21-60"":2,""61-240"":0,"">240"":1}",41.515365,-71.301406,RI,44.0,44005.0,Newport County,440050403021.0
800520,sg:bd28aa04a280481996082c8d5890f708,Popeyes Louisiana Kitchen,RI,2817,722513.0,36,560.5,"{""<5"":0,""5-20"":2,""21-60"":4,""61-240"":2,"">240"":28}",41.608944,-71.66428,RI,44.0,44003.0,Kent County,440030208003.0
800543,sg:bdea31a00fef4f09968e93c41176f4a4,Kiwi Burst,RI,2865,722515.0,18,9.5,"{""<5"":2,""5-20"":14,""21-60"":1,""61-240"":1,"">240"":0}",41.935738,-71.481787,RI,44.0,44007.0,Providence County,440070115001.0
800725,sg:c4a804becb8d4284aa20a7cdd4be7e6b,Trinity Assembly of God,RI,2919,813110.0,1,5.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.831269,-71.52962600000001,RI,44.0,44007.0,Providence County,440070122004.0
800798,sg:c7eb46f1bb80415297dcf303f9b3cdf5,Munroe Dairy,RI,2914,445110.0,12,83.5,"{""<5"":2,""5-20"":3,""21-60"":1,""61-240"":5,"">240"":1}",41.821787,-71.37984200000001,RI,44.0,44007.0,Providence County,440070102007.0
800942,sg:ccd78e23e44641c5a61dd20fa9d37ee9,Mobil,RI,2879,447110.0,38,6.0,"{""<5"":7,""5-20"":29,""21-60"":2,""61-240"":0,"">240"":0}",41.465672,-71.511539,RI,44.0,44009.0,Washington County,440090513063.0
801169,sg:d5ac16547ef7402c8662cec3b5552e51,HomeStyle,RI,2903,453220.0,25,43.0,"{""<5"":0,""5-20"":6,""21-60"":8,""61-240"":5,"">240"":6}",41.82312,-71.412625,RI,44.0,44007.0,Providence County,440070008003.0
801304,sg:db24fc2f3cad483fbdb1d51b8b66845a,Historic Baptist Church,RI,2852,813110.0,6,166.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":6,"">240"":0}",41.572351,-71.459867,RI,44.0,44009.0,Washington County,440090503023.0
801496,sg:e2b953652f364996b30ab4f2c57b9c0f,Zaman Trucking,RI,2910,444130.0,10,34.5,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":2,"">240"":2}",41.792309,-71.43895,RI,44.0,44007.0,Providence County,440070141004.0
802541,sg:098ca6e4529f4825acd6bcf790d4b181,Meldgie's Diner,RI,2882,722511.0,11,21.0,"{""<5"":1,""5-20"":4,""21-60"":2,""61-240"":0,"">240"":4}",41.38759,-71.48612800000001,RI,44.0,44009.0,Washington County,440090515043.0
802751,sg:11631855985842439640d4c4357a399e,Associated Estate & Appraisal,RI,2910,453310.0,58,105.0,"{""<5"":1,""5-20"":13,""21-60"":5,""61-240"":24,"">240"":15}",41.762334,-71.426682,RI,44.0,44007.0,Providence County,440070136002.0
802956,sg:18489d84155a4518bbf01cebb6f06b8f,The Mint Gallery,RI,2809,453920.0,2,6.5,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",41.669889000000005,-71.276629,RI,44.0,44001.0,Bristol County,440010307004.0
803601,sg:2d460b8714054c2ca7ffdc051ea6e001,Louis Press Inc,RI,2921,453210.0,21,103.0,"{""<5"":0,""5-20"":3,""21-60"":6,""61-240"":4,"">240"":8}",41.788082,-71.51772,RI,44.0,44007.0,Providence County,440070146002.0
803743,sg:321403bbe50e47a59667107a9321aff2,OnSite Fleet Repairs,RI,2914,453210.0,32,113.5,"{""<5"":0,""5-20"":6,""21-60"":6,""61-240"":9,"">240"":11}",41.824478000000006,-71.375189,RI,44.0,44007.0,Providence County,440070102003.0
803867,sg:367ec253ba51486dac145f87b13f7c22,Occaso Donald L DMD,RI,2840,621210.0,2,164.5,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":1}",41.498074,-71.307666,RI,44.0,44005.0,Newport County,440050406003.0
804509,sg:4c4b6a8399734d17b3cf2ed3e5944c96,Gorton Junior High School,RI,2889,611110.0,7,12.0,"{""<5"":0,""5-20"":5,""21-60"":2,""61-240"":0,"">240"":0}",41.705906,-71.376313,RI,44.0,44003.0,Kent County,440030215023.0
804705,sg:53ec6a85c3f641b780829aee1691972b,Reliable Collision Repair,RI,2893,811121.0,33,35.0,"{""<5"":1,""5-20"":11,""21-60"":10,""61-240"":9,"">240"":2}",41.724886,-71.489175,RI,44.0,44003.0,Kent County,440030205001.0
805093,sg:61ee8dc224a6479e83381dca8a7ae870,The Shop on Westminster,RI,2909,722511.0,23,163.0,"{""<5"":1,""5-20"":8,""21-60"":1,""61-240"":3,"">240"":10}",41.816283,-71.435175,RI,44.0,44007.0,Providence County,440070010002.0
805113,sg:62a377df55c440d29a7c2a086b8fc7c8,Frontstreet Fabrics,RI,2860,451130.0,35,127.0,"{""<5"":0,""5-20"":6,""21-60"":6,""61-240"":10,"">240"":13}",41.87042,-71.39336899999999,RI,44.0,44007.0,Providence County,440070161003.0
805292,sg:69ac4b6e622e410a915dcc1effc085dd,Hotel Viking,RI,2840,721110.0,16,61.0,"{""<5"":0,""5-20"":3,""21-60"":4,""61-240"":6,"">240"":3}",41.487548,-71.310079,RI,44.0,44005.0,Newport County,440050407003.0
805823,sg:7c6eae52ccf0421f9008b698bead553b,Providence Kayak,RI,2903,441222.0,3,38.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":1,"">240"":0}",41.826656,-71.414113,RI,44.0,44007.0,Providence County,440070008001.0
805905,sg:7f01a4911fec4b759c397788d9ac4cd2,Face La Vie,RI,2895,812112.0,5,49.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":2,"">240"":0}",41.997107,-71.51718199999999,RI,44.0,44007.0,Providence County,440070178003.0
806039,sg:847f433cd44e48c4a6a75cfe72ccbaeb,Bradford Jewelers,RI,2904,448310.0,29,12.0,"{""<5"":1,""5-20"":15,""21-60"":2,""61-240"":4,"">240"":7}",41.860858,-71.466735,RI,44.0,44007.0,Providence County,440070121031.0
806052,sg:850d19eb83a14c60a10497a431f5cba3,The Crossing at Smithfield,RI,2917,531120.0,20,21.0,"{""<5"":1,""5-20"":7,""21-60"":11,""61-240"":1,"">240"":0}",41.874055,-71.518834,RI,44.0,44007.0,Providence County,440070126012.0
806071,sg:858852a975094d43add6f897889dc98e,Children's Friend At Henry Winters,RI,2860,624410.0,9,33.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":3,"">240"":0}",41.886435999999996,-71.37460899999999,RI,44.0,44007.0,Providence County,440070154002.0
806402,sg:90fe622c198f4285be38b54983d0f2b3,Bambini Academy Inc,RI,2920,624410.0,5,110.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":3,"">240"":0}",41.793839,-71.476588,RI,44.0,44007.0,Providence County,440070148001.0
807575,sg:bbff0bcc97354152961d5e9ea6788325,Red White and Brew,RI,2896,722515.0,12,196.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":3,"">240"":5}",41.99905,-71.548897,RI,44.0,44007.0,Providence County,440070128012.0
807722,sg:c1fde9c40f374bb4b83bbc4cad55ae6c,Providence Baptist Church,RI,2908,813110.0,15,390.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":4,"">240"":9}",41.834438,-71.425141,RI,44.0,44007.0,Providence County,440070025001.0
807853,sg:c7056eb8b9da4251b750147e22de1e28,Sonnet 27 Smoke Shop,RI,2895,453991.0,10,10.0,"{""<5"":0,""5-20"":8,""21-60"":2,""61-240"":0,"">240"":0}",42.015395,-71.49734000000001,RI,44.0,44007.0,Providence County,440070181002.0
807914,sg:c905df6af7604617b48c52b83403ebb2,Morley Field,RI,2860,713940.0,11,20.0,"{""<5"":0,""5-20"":6,""21-60"":3,""61-240"":1,"">240"":1}",41.858723,-71.40271800000001,RI,44.0,44007.0,Providence County,440070164003.0
808088,sg:cf94b93c5df849b3a81d7641c0e1c626,Ocean Cafe,RI,2895,722511.0,6,1012.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":6}",42.00225,-71.514829,RI,44.0,44007.0,Providence County,440070180003.0
808111,sg:d03526f89a9846508d5b53b3be5a6e8d,The Revival Craft Kitchen and Bar,RI,2818,722511.0,4,70.0,"{""<5"":1,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":1}",41.660903000000005,-71.450153,RI,44.0,44003.0,Kent County,440030209011.0
808288,sg:d797a3e709e149c38bbccefd3af08f97,Martinelli's Panini Bistro,RI,2886,722511.0,2,335.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":2}",41.705418,-71.452527,RI,44.0,44003.0,Kent County,440030221002.0
808401,sg:dbb195aafddd467c83f9bb3873242b48,Forbes Plaza,RI,2915,531120.0,37,80.0,"{""<5"":2,""5-20"":6,""21-60"":7,""61-240"":11,"">240"":11}",41.779621,-71.333844,RI,44.0,44007.0,Providence County,440070107011.0
808981,sg:f15bca8a22194911be99a8d86414b8cd,New England Car and Van Wash,RI,2864,811192.0,1,115.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",41.941761,-71.434824,RI,44.0,44007.0,Providence County,440070114034.0
809066,sg:f4139ec399dc4e94bff5b8df03b67614,Navigant Credit Union,RI,2885,522110.0,3,8.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",41.727999,-71.281666,RI,44.0,44001.0,Bristol County,440010305002.0
809077,sg:f469427a641a4eac9f71756a8766e5c4,Athens Pizza House,RI,2828,722511.0,36,9.0,"{""<5"":3,""5-20"":22,""21-60"":7,""61-240"":4,"">240"":0}",41.872628000000006,-71.553411,RI,44.0,44007.0,Providence County,440070127013.0
809186,sg:f8dfc5d0193941c084972de085110510,Benzer Pharmacy,RI,2906,446110.0,4,28.5,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":0,"">240"":0}",41.82784,-71.38531,RI,44.0,44007.0,Providence County,440070035004.0
810243,sg:1c3264e7250949ccb2bdfd4ac8eab6d6,U-Haul,RI,2896,532120.0,8,22.5,"{""<5"":0,""5-20"":3,""21-60"":5,""61-240"":0,"">240"":0}",41.973171,-71.50856800000001,RI,44.0,44007.0,Providence County,440070128031.0
810290,sg:1db96eb96d5a4580b9b1717b17a6870c,Walter M Dzialo DDS,RI,2861,621210.0,2,638.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":1}",41.871414,-71.35462700000001,RI,44.0,44007.0,Providence County,440070168002.0
811253,sg:3ec560d2b5174b5fa5d5dc73f7bebdf4,Lucky's Bar & Pizza,RI,2825,722511.0,3,6.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":1}",41.812405,-71.751148,RI,44.0,44007.0,Providence County,440070133002.0
811756,sg:4ff413afa6864dcaa50ee39383d891e2,Benny's Clam Shack,RI,2882,722511.0,1,28.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",41.375035,-71.48957,RI,44.0,44009.0,Washington County,440090515041.0
812080,sg:5bc14fc101cb4ff3be0ff0f91d2c6ce7,Sundance Massage and Wellness,RI,2818,812199.0,1,81.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",41.658181,-71.45064,RI,44.0,44003.0,Kent County,440030209011.0
812210,sg:5f8629a8f5b34433b95b65ecb9265dcb,Harrop Pamela A Dr,RI,2809,621111.0,6,64.0,"{""<5"":0,""5-20"":0,""21-60"":3,""61-240"":3,"">240"":0}",41.695307,-71.278762,RI,44.0,44001.0,Bristol County,440010309021.0
812860,sg:7856e7ca1f304ffb9a9e3bac15ee29b3,Stop & Shop,RI,2852,445110.0,50,21.0,"{""<5"":0,""5-20"":24,""21-60"":17,""61-240"":2,"">240"":7}",41.629449,-71.46804200000001,RI,44.0,44009.0,Washington County,440090501035.0
813060,sg:7f011d1dcf0f4a01aa30e46254933468,Stepka Edw Jr Dent,RI,2896,621210.0,7,140.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":5,"">240"":0}",41.998288,-71.546583,RI,44.0,44007.0,Providence County,440070128012.0
813536,sg:913b1715fa364185876dd4dc40d32c76,Treatment Center,RI,2852,621111.0,4,43.0,"{""<5"":0,""5-20"":0,""21-60"":3,""61-240"":1,"">240"":0}",41.599979,-71.454298,RI,44.0,44009.0,Washington County,440090501021.0
813971,sg:a0b570e9ae684aec9eed16877a7a4e8f,CVS,RI,2860,446110.0,72,14.5,"{""<5"":3,""5-20"":36,""21-60"":11,""61-240"":7,"">240"":15}",41.867117,-71.387727,RI,44.0,44007.0,Providence County,440070166001.0
813980,sg:a0f854b11022466eb32dc206c3dc4e04,Cafe Ordway,RI,2861,722511.0,18,71.0,"{""<5"":0,""5-20"":5,""21-60"":3,""61-240"":3,"">240"":7}",41.891897,-71.363849,RI,44.0,44007.0,Providence County,440070155002.0
814233,sg:a9ae622834d54ef9a09693caad47165d,PWB by DeeDee,RI,2818,713940.0,11,146.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":8,"">240"":1}",41.664168,-71.44760500000001,RI,44.0,44003.0,Kent County,440030220003.0
814280,sg:aba253b672e1434da69b591007203558,East Side Clinical Laboratory,RI,2860,621511.0,15,23.0,"{""<5"":0,""5-20"":6,""21-60"":7,""61-240"":2,"">240"":0}",41.871701,-71.378399,RI,44.0,44007.0,Providence County,440070167002.0
814447,sg:b20522db322242e88c7236be7239806c,Barrington Shopping,RI,2806,531120.0,266,21.0,"{""<5"":8,""5-20"":124,""21-60"":85,""61-240"":24,"">240"":25}",41.736866,-71.305657,RI,44.0,44001.0,Bristol County,440010304003.0
814602,sg:b7803e1c562146969aa6a1f8fadd8a81,10 Rocks Tapas Bar & Restaurant,RI,2860,722511.0,10,122.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":4,"">240"":3}",41.860409000000004,-71.399385,RI,44.0,44007.0,Providence County,440070164003.0
814931,sg:c400e993d05744839d7cbd889a5cedfb,Delta Z Fitness,RI,2891,713940.0,5,30.0,"{""<5"":0,""5-20"":1,""21-60"":3,""61-240"":1,"">240"":0}",41.370537,-71.831342,RI,44.0,44009.0,Washington County,440090508014.0
815051,sg:c84fa2afd18a41ed9966a9589b4e2453,Rhode Island Medical Imaging,RI,2920,621511.0,3,259.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":2}",41.766504,-71.458534,RI,44.0,44007.0,Providence County,440070143001.0
815336,sg:d213286c03974b5f80c96fdb10de1cc9,Davis Dairy Products,RI,2906,445110.0,4,10.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":0,"">240"":0}",41.846334999999996,-71.396126,RI,44.0,44007.0,Providence County,440070032003.0
815704,sg:df7e3606ff954ef38dca837115682148,The Kelly School of Irish Dance,RI,2680,713940.0,10,105.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":6,"">240"":1}",41.863240999999995,-71.399588,RI,44.0,44007.0,Providence County,440070164003.0
815899,sg:e741be7c255442f4aea6909378dba90b,Lincoln Dental,RI,2865,621210.0,1,411.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",41.936339000000004,-71.457025,RI,44.0,44007.0,Providence County,440070116004.0
816290,sg:f65dd56640a8465f885af124ee54472d,Mother Nature's Florist,RI,2828,453110.0,17,10.0,"{""<5"":0,""5-20"":15,""21-60"":2,""61-240"":0,"">240"":0}",41.87105,-71.55182099999999,RI,44.0,44007.0,Providence County,440070127021.0
816858,sg:0acdf498000b4c908f26df16819418b8,Pierce Beach Playground,RI,2726,713990.0,27,20.0,"{""<5"":2,""5-20"":12,""21-60"":6,""61-240"":7,"">240"":0}",41.765757,-71.132372,MA,25.0,25005.0,Bristol County,250056441022.0
816899,sg:0bfa8204811f48c19b444e62d8181a4d,The Simple Greek,RI,2920,722511.0,3,7.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",41.760376,-71.45895300000001,RI,44.0,44007.0,Providence County,440070139003.0
817359,sg:1af2fde47cb74408981facabe9b9b089,Antonio's Pizza,RI,2906,722511.0,6,16.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":0,"">240"":0}",41.828809,-71.40091899999999,RI,44.0,44007.0,Providence County,440070036023.0
817365,sg:1b430dfdaa574384a4c0aec2346c609d,Ran Zan Japanese Restaurant,RI,2906,722511.0,5,5.0,"{""<5"":2,""5-20"":2,""21-60"":1,""61-240"":0,"">240"":0}",41.856678,-71.391458,RI,44.0,44007.0,Providence County,440070033001.0
817468,sg:1ed5abe9916b4285b3664ea6be1841cc,Veterans Affairs Medical Center Providence Ri Advanced Education In General Dentistry 12 Months,RI,2908,611310.0,314,161.0,"{""<5"":4,""5-20"":53,""21-60"":50,""61-240"":82,"">240"":125}",41.832112,-71.433276,RI,44.0,44007.0,Providence County,440070022001.0
818094,sg:35065ce2100741888cd485db406c0026,Santander Bank,RI,2886,522110.0,4,6.0,"{""<5"":0,""5-20"":4,""21-60"":0,""61-240"":0,"">240"":0}",41.69695,-71.498965,RI,44.0,44003.0,Kent County,440030223001.0
818679,sg:482f083160344b028573581851fe6474,Scrub A Pup,RI,2921,453910.0,2,21.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",41.788453000000004,-71.51857700000001,RI,44.0,44007.0,Providence County,440070146002.0
818684,sg:486a341b4407439d8dd287224a0f6f27,WaterFire Arts Center,RI,2908,713950.0,21,12.0,"{""<5"":0,""5-20"":13,""21-60"":1,""61-240"":4,"">240"":3}",41.828834,-71.433143,RI,44.0,44007.0,Providence County,440070025002.0
818826,sg:4d9fb33e0d094e528ebc863623737ae5,Wok &amp Pot,RI,2903,445310.0,2,6.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",41.82196,-71.41443100000001,,,,,
819595,sg:69131dec8e784921987504bc4c48a79a,Dunkin',RI,2822,722515.0,28,7.0,"{""<5"":3,""5-20"":20,""21-60"":0,""61-240"":2,"">240"":3}",41.528467,-71.55139100000001,RI,44.0,44009.0,Washington County,440090505003.0
819725,sg:6e56d19a6c3b488db89c6f63bcab746d,Bonollo Provision Co,RI,2908,445110.0,1,19.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.843773999999996,-71.420262,RI,44.0,44007.0,Providence County,440070027002.0
819854,sg:73489f47add641279db9d94ad66067af,Foden Glen,RI,2891,621210.0,6,189.5,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":3}",41.378249,-71.82654000000001,RI,44.0,44009.0,Washington County,440090508014.0
820295,sg:8330f8230fc940a6993c822c2248392d,Orangetheory Fitness,RI,2818,713940.0,7,15.0,"{""<5"":1,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":1}",41.664215999999996,-71.49613599999999,RI,44.0,44003.0,Kent County,440030222013.0
820596,sg:8ea06c6437ac416392abf30817c3611b,City Park,RI,2886,712190.0,75,109.0,"{""<5"":0,""5-20"":16,""21-60"":12,""61-240"":19,"">240"":28}",41.69283,-71.412424,RI,44.0,44003.0,Kent County,440030219031.0
821178,sg:a3345b5ad2554c8eaaa5081820d35588,Applebee's,RI,2879,722511.0,14,10.5,"{""<5"":1,""5-20"":11,""21-60"":2,""61-240"":0,"">240"":0}",41.456337,-71.46939300000001,RI,44.0,44009.0,Washington County,440090512024.0
821492,sg:ade31e0a92f7480b83dcfd20425926a6,Eben J Hutchison CPA,RI,2864,541213.0,3,10.0,"{""<5"":1,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",41.917674,-71.386236,RI,44.0,44007.0,Providence County,440070112001.0
821680,sg:b4b6925ca73442519a221097a959a7e5,A T Siravo & Com,RI,2920,445110.0,1,10.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.800268,-71.458404,RI,44.0,44007.0,Providence County,440070147006.0
821683,sg:b4c7eb54a35b4c63aeaac9ee80a09e10,Dunkin',RI,2919,722515.0,39,6.0,"{""<5"":6,""5-20"":28,""21-60"":3,""61-240"":1,"">240"":1}",41.832983,-71.555225,RI,44.0,44007.0,Providence County,440070122002.0
822179,sg:c6f0a46ab397406fb53137c0b714a824,Mario's Kitchen &amp Catering,RI,2919,722511.0,8,5.0,"{""<5"":2,""5-20"":5,""21-60"":1,""61-240"":0,"">240"":0}",41.791605,-71.490718,RI,44.0,44007.0,Providence County,440070125002.0
822424,sg:d0257ac2aea6452bb794d1a842d31bf2,Awsome Sweets,RI,2861,311811.0,16,61.0,"{""<5"":0,""5-20"":6,""21-60"":2,""61-240"":5,"">240"":3}",41.887266,-71.357783,RI,44.0,44007.0,Providence County,440070156003.0
822476,sg:d200c100667e40308cabed03bd110d6a,Rogers Soccer Field Track And Tennis Courts,RI,2840,713940.0,20,25.5,"{""<5"":0,""5-20"":9,""21-60"":3,""61-240"":8,"">240"":0}",41.4695,-71.320402,RI,44.0,44005.0,Newport County,440050409002.0
823177,sg:ec66fb18b4fd4cfaa018ad388253978a,Kelly Robert V Psychotherapist,RI,2865,621330.0,11,1312.0,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":0,"">240"":8}",41.908834999999996,-71.405173,RI,44.0,44007.0,Providence County,440070117011.0
823373,sg:f4506b8e865a4be98d35d2683c88b4e3,Apple Valley Insurance,RI,2828,524210.0,10,245.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":3,"">240"":5}",41.869975,-71.54470400000001,RI,44.0,44007.0,Providence County,440070127021.0
823878,sg:064a78293cdb45aca7d6a6ab77db7b06,Warwick Square,RI,2886,531120.0,225,21.0,"{""<5"":5,""5-20"":99,""21-60"":104,""61-240"":14,"">240"":3}",41.713226,-71.490289,RI,44.0,44003.0,Kent County,440030223002.0
824043,sg:0b54e438102b48b0bd2199b32724acb2,R I School For The Deaf,RI,2908,611110.0,24,98.5,"{""<5"":0,""5-20"":4,""21-60"":3,""61-240"":13,"">240"":4}",41.850477000000005,-71.42705,RI,44.0,44007.0,Providence County,440070027001.0
824825,sg:25822501550546608a145b6422cb8d30,Crossings At Smithfield The,RI,2917,531120.0,1603,20.0,"{""<5"":44,""5-20"":777,""21-60"":619,""61-240"":91,"">240"":72}",41.873946000000004,-71.518913,RI,44.0,44007.0,Providence County,440070126012.0
825223,sg:32517e6d54ee4072b4b2e836b34e699a,Providence Bagel,RI,2904,722515.0,18,10.0,"{""<5"":1,""5-20"":14,""21-60"":3,""61-240"":0,"">240"":0}",41.86533,-71.44391800000001,RI,44.0,44007.0,Providence County,440070119011.0
825353,sg:36a10e391a0547ee8963be51d079f726,Cross Mills Public Library,RI,2813,519120.0,1,10.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.382579,-71.64098100000001,RI,44.0,44009.0,Washington County,440090511021.0
825517,sg:3bc9dd415d2540c4899c25129ea73bc5,The Paper Store,RI,2879,453220.0,15,10.0,"{""<5"":3,""5-20"":8,""21-60"":2,""61-240"":2,"">240"":0}",41.443589,-71.482715,RI,44.0,44009.0,Washington County,440090512024.0
825625,sg:3f429ec53557447da8c97612af1da543,Gray's Ice Cream,RI,2878,722515.0,20,11.0,"{""<5"":0,""5-20"":15,""21-60"":3,""61-240"":2,"">240"":0}",41.570977,-71.186911,RI,44.0,44005.0,Newport County,440050417022.0
826284,sg:567ce044abc24dbc9b91aa19c42b185c,Dr John Champlin Glacier Park,RI,2891,712190.0,2,85.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":0}",41.334662,-71.80405,RI,44.0,44009.0,Washington County,440090509024.0
826308,sg:573b63aed4a2449397a5ddf23c8fd8cf,The Skin Clinic,RI,2896,446120.0,3,12.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",42.005231,-71.585127,RI,44.0,44007.0,Providence County,440070128011.0
826390,sg:5a774d6f6da744deb71bf5478585a005,Mishnock Garden Center,RI,2816,445110.0,1,6.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.661016,-71.603098,RI,44.0,44003.0,Kent County,440030207032.0
826509,sg:5edf013cd0e04402a442e9c44db2bdac,Storer Park,RI,2840,712190.0,20,22.5,"{""<5"":0,""5-20"":10,""21-60"":5,""61-240"":5,"">240"":0}",41.491768,-71.321218,RI,44.0,44005.0,Newport County,440050411003.0
