,safegraph_place_id,location_name,region,postal_code,naics_code,raw_visit_counts,median_dwell,bucketed_dwell_times,latitude,longitude,state,stateFIPS,countyFIPS,countyName,CBGFIPS
2308860,sg:e81ff72c957449f584a7288f7e492ab5,Freitas William Optometrist,RI,2895,446130.0,6,36.5,"{""<5"":0,""5-20"":1,""21-60"":4,""61-240"":1,"">240"":0}",41.989486,-71.48212099999999,RI,44.0,44007.0,Providence County,440070185003.0
2308944,sg:ead884e213b8484cb4f1538d3004b611,Dollar Tree,RI,2895,452319.0,105,12.0,"{""<5"":3,""5-20"":70,""21-60"":29,""61-240"":2,"">240"":1}",41.984365999999994,-71.51536,RI,44.0,44007.0,Providence County,440070177002.0
2309431,sg:fd884a3f11d3486fa748c17a3dd8f9de,Uncle Henry's Motor Mart,RI,2878,441120.0,10,7.5,"{""<5"":3,""5-20"":3,""21-60"":4,""61-240"":0,"">240"":0}",41.659973,-71.152641,RI,44.0,44005.0,Newport County,440050417011.0
2310123,sg:14a85d3c372c42938b410f55c69a3cc3,Mind 2 Body Fitness,RI,2909,713940.0,13,56.0,"{""<5"":0,""5-20"":3,""21-60"":4,""61-240"":3,"">240"":3}",41.819138,-71.441051,RI,44.0,44007.0,Providence County,440070019002.0
2310171,sg:15d2ad18651840f48d46e91a90b61b11,Merino Park,RI,2909,712190.0,144,53.5,"{""<5"":5,""5-20"":39,""21-60"":30,""61-240"":27,"">240"":43}",41.819447,-71.454499,RI,44.0,44007.0,Providence County,440070018002.0
2310695,sg:27f987fd3a6942f6857bff120b3de8a8,Howard Johnson (HoJo),RI,2842,721110.0,32,103.0,"{""<5"":0,""5-20"":4,""21-60"":8,""61-240"":9,"">240"":11}",41.514907,-71.30005899999999,RI,44.0,44005.0,Newport County,440050403021.0
2310768,sg:2a3aa915c06c40b097123385e8e0f5cd,Sunoco,RI,2813,447110.0,8,5.5,"{""<5"":1,""5-20"":5,""21-60"":1,""61-240"":0,"">240"":1}",41.442632,-71.631661,RI,44.0,44009.0,Washington County,440090511014.0
2310874,sg:2dd2f6530f794a2abe552267940b57c6,Covenant Cooperative Nursery Schoo,RI,2915,624410.0,11,82.0,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":4,"">240"":3}",41.767739,-71.34141,RI,44.0,44007.0,Providence County,440070107022.0
2311005,sg:31ceb1ac575b4281a8a107ee753df6d5,HopeHealth,RI,2904,621610.0,22,127.0,"{""<5"":1,""5-20"":1,""21-60"":7,""61-240"":5,"">240"":8}",41.849888,-71.402097,RI,44.0,44007.0,Providence County,440070033003.0
2311233,sg:39adf7e0f52a488fafde12f204e155b4,Dollar General,RI,2895,452319.0,52,20.5,"{""<5"":2,""5-20"":24,""21-60"":13,""61-240"":8,"">240"":5}",42.002210999999996,-71.48100699999999,RI,44.0,44007.0,Providence County,440070185001.0
2311251,sg:3a66338a5e8943748dade9582cb84a51,Body Dynamics,RI,2864,713940.0,5,14.0,"{""<5"":1,""5-20"":3,""21-60"":0,""61-240"":1,"">240"":0}",41.930408,-71.423114,RI,44.0,44007.0,Providence County,440070113013.0
2311253,sg:3a7a9f9f6ff7407c904090b968049188,Dollar Tree,RI,2864,452319.0,79,12.0,"{""<5"":4,""5-20"":59,""21-60"":15,""61-240"":0,"">240"":1}",41.912006,-71.404286,RI,44.0,44007.0,Providence County,440070113012.0
2311517,sg:4478ce4d4cec4c90bd02c2ed3ca5bda8,Paul J Matrullo DDS,RI,2910,621210.0,8,56.0,"{""<5"":0,""5-20"":1,""21-60"":4,""61-240"":2,"">240"":1}",41.78422,-71.45469399999999,RI,44.0,44007.0,Providence County,440070140004.0
2311767,sg:4dfde4e9615a401487518d4bf37fe989,Blackstone Valley Hearing Centers,RI,2865,621111.0,14,213.5,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":4,"">240"":7}",41.888165,-71.413169,RI,44.0,44007.0,Providence County,440070117023.0
2312246,sg:5e44483662f64ebe91d49a1711881ce2,Slim Pickings RI,RI,2911,446191.0,12,9.5,"{""<5"":0,""5-20"":10,""21-60"":1,""61-240"":1,"">240"":0}",41.854729,-71.471836,RI,44.0,44007.0,Providence County,440070120005.0
2312260,sg:5f26f3d8222c41c0b9f4a4a548f9a73b,Cardiovasculor Instiute,RI,2914,621610.0,11,12.0,"{""<5"":0,""5-20"":7,""21-60"":2,""61-240"":1,"">240"":1}",41.808502000000004,-71.34555999999999,RI,44.0,44007.0,Providence County,440070105011.0
2312730,sg:6fbf5dc3cf824cb08474ce7311ae3f51,Save-A-Lot,RI,2860,445110.0,84,12.5,"{""<5"":3,""5-20"":52,""21-60"":21,""61-240"":5,"">240"":3}",41.873855,-71.404661,RI,44.0,44007.0,Providence County,440070151003.0
2312749,sg:7076492a548841d194f9ecb75e95a2ad,Dunkin',RI,2904,722515.0,7,112.0,"{""<5"":2,""5-20"":0,""21-60"":0,""61-240"":2,"">240"":3}",41.849616999999995,-71.402642,RI,44.0,44007.0,Providence County,440070033003.0
2313600,sg:8fdd7995e3a144a1a8f2b5149cf199c0,The Valley Breeze,RI,2865,451211.0,66,77.5,"{""<5"":0,""5-20"":11,""21-60"":20,""61-240"":13,"">240"":22}",41.935453,-71.455513,RI,44.0,44007.0,Providence County,440070116004.0
2313603,sg:8ff5814f0cea42128c3119614226bf41,Furry Pet Premuim Supplies,RI,2818,453910.0,24,39.0,"{""<5"":0,""5-20"":7,""21-60"":9,""61-240"":6,"">240"":2}",41.659399,-71.49945100000001,RI,44.0,44003.0,Kent County,440030209031.0
2313612,sg:90454cd522a941e9a77263ce36e17f75,Pawtucket Pawn Brokers,RI,2860,453310.0,9,50.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":0,"">240"":3}",41.877771,-71.38553,RI,44.0,44007.0,Providence County,440070152002.0
2314306,sg:a83c1aca0e234f0487ad32010d48c61f,West Warwick High School,RI,2893,611110.0,8,243.5,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":1,"">240"":4}",41.708969,-71.51563,RI,44.0,44003.0,Kent County,440030202001.0
2314322,sg:a93ce7694e8a4a04ac4e0a5468b1ff8d,Gordos Place 72,RI,2907,722511.0,27,25.0,"{""<5"":2,""5-20"":9,""21-60"":3,""61-240"":4,"">240"":9}",41.803202,-71.425619,RI,44.0,44007.0,Providence County,440070003003.0
2315301,sg:cf41858e181b460ba40b3a3fbad9a4c1,St Basil the Great Church,RI,2865,813110.0,1,28.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",41.879601,-71.423323,RI,44.0,44007.0,Providence County,440070117022.0
2316039,sg:e9b2196afb214145a2fd873c8a8c0f6e,Beehive Pantry,RI,2809,722515.0,11,229.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":7,"">240"":2}",41.694014,-71.2698,RI,44.0,44001.0,Bristol County,440010309021.0
2316294,sg:f37acd846f7d4932aaada3e4a81300c8,Dunkin',RI,2889,722515.0,34,8.0,"{""<5"":1,""5-20"":31,""21-60"":0,""61-240"":2,"">240"":0}",41.705090999999996,-71.419411,RI,44.0,44003.0,Kent County,440030219022.0
2316943,sg:0b865e3acc4e4607924c92b918715d59,The Oar,RI,2807,722511.0,6,182.5,"{""<5"":1,""5-20"":0,""21-60"":1,""61-240"":2,"">240"":2}",41.182044,-71.577483,RI,44.0,44009.0,Washington County,440090415001.0
2317257,sg:17d719745dfc4188b1798d14f6208684,Robert Corio Designs,RI,2919,448310.0,6,66.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":2,"">240"":1}",41.823606,-71.493052,RI,44.0,44007.0,Providence County,440070124014.0
2317260,sg:17ebfadfe7de40f884fbc7522a1065b4,Dunkin',RI,2860,722515.0,39,12.0,"{""<5"":1,""5-20"":23,""21-60"":5,""61-240"":4,"">240"":6}",41.874028,-71.377204,RI,44.0,44007.0,Providence County,440070167001.0
2317379,sg:1be4e6702c55443f9227ca1d0a0cc958,Providence Street Garage,RI,2893,811111.0,19,7.0,"{""<5"":0,""5-20"":12,""21-60"":2,""61-240"":3,"">240"":2}",41.712057,-71.50370500000001,RI,44.0,44003.0,Kent County,440030205003.0
2317456,sg:1e33f037d0c04d42a9c48e321de80eec,Wild Harvest,RI,2818,722511.0,7,9.0,"{""<5"":0,""5-20"":4,""21-60"":2,""61-240"":1,"">240"":0}",41.650943,-71.496937,RI,44.0,44003.0,Kent County,440030209031.0
2317728,sg:2726a4c09e684183a7e4bda1fa181a5b,Love 4 All Learning Center Inc,RI,2908,624410.0,4,62.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":1}",41.832701,-71.438836,RI,44.0,44007.0,Providence County,440070023003.0
2318121,sg:34e523917ca94b6d8c56c9c21e44eaf2,Starbucks,RI,2865,722515.0,14,9.5,"{""<5"":1,""5-20"":12,""21-60"":1,""61-240"":0,"">240"":0}",41.935728000000005,-71.477763,RI,44.0,44007.0,Providence County,440070116004.0
2318412,sg:3fc15f7549604cd78b6210278c9bfdd6,Cardsmart,RI,2904,453220.0,35,29.0,"{""<5"":2,""5-20"":10,""21-60"":8,""61-240"":8,"">240"":7}",41.854464,-71.44600600000001,RI,44.0,44007.0,Providence County,440070119012.0
2318516,sg:4320e77764b94014874aa1276bd60e25,Wendy's,RI,2904,722513.0,47,7.0,"{""<5"":6,""5-20"":33,""21-60"":7,""61-240"":1,"">240"":0}",41.865448,-71.44339000000001,RI,44.0,44007.0,Providence County,440070119011.0
2319042,sg:55b7e5f31b434480acf2d49493dfca8e,Skip's Countryside Cafe,RI,2816,722511.0,6,10.0,"{""<5"":0,""5-20"":6,""21-60"":0,""61-240"":0,"">240"":0}",41.704468,-71.61569300000001,RI,44.0,44003.0,Kent County,440030207033.0
2319348,sg:605fd3b2bfb5426ea6b095649cf2769e,Aquidneck Fasteners Inc,RI,2878,444130.0,13,40.0,"{""<5"":0,""5-20"":6,""21-60"":2,""61-240"":5,"">240"":0}",41.664131,-71.156725,RI,44.0,44005.0,Newport County,440050417011.0
2319443,sg:645aabaa2bf54428af1a19add2bed2e0,Midas,RI,2910,811111.0,1,6.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.784751,-71.43678,RI,44.0,44007.0,Providence County,440070140002.0
2319464,sg:6519e6ea15e84a26adadd58fddf77aa5,Scandinavian Home,RI,2905,621610.0,17,454.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":3,"">240"":13}",41.776181,-71.400187,RI,44.0,44007.0,Providence County,440070134001.0
2319477,sg:65c6b3ae2deb472990a9fc750cf01e6f,United Physical Therapy,RI,2903,621340.0,130,64.5,"{""<5"":1,""5-20"":39,""21-60"":23,""61-240"":48,"">240"":19}",41.819987,-71.420462,RI,44.0,44007.0,Providence County,440070011002.0
2319484,sg:65fcfa4a2ed342cbaa58a695cc1d8b93,Blackstone Heritage Corridor,RI,2895,812910.0,2,103.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":2,"">240"":0}",42.003724,-71.513178,RI,44.0,44007.0,Providence County,440070180002.0
2319492,sg:6632495ca44d44c491455c05acce3d6a,Hannoush Jewelers,RI,2886,448310.0,7,58.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":2,"">240"":1}",41.719611,-71.485385,RI,44.0,44003.0,Kent County,440030223002.0
2320362,sg:854c0fb50c184a3dba82c8e300cd60c6,Little Learners Preschool Daycare,RI,2919,624410.0,1,6.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.825414,-71.50475,RI,44.0,44007.0,Providence County,440070124014.0
2320602,sg:8e71c4c7e1c84f22b0992356e8643cd3,Starbucks,RI,2903,722515.0,8,79.5,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":3,"">240"":2}",41.819321,-71.41284300000001,RI,44.0,44007.0,Providence County,440070008002.0
2320857,sg:97dec1d57bb2468ba4395c52748d8e18,Ma & Pa's Country Store,RI,2832,445120.0,21,32.0,"{""<5"":1,""5-20"":7,""21-60"":4,""61-240"":2,"">240"":7}",41.509705,-71.71305699999999,RI,44.0,44009.0,Washington County,440090507001.0
2321661,sg:b5a9cbbd44e94afe84eb17be6c6e7d2c,Smithfield Housing,RI,2828,446130.0,4,20.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":0,"">240"":0}",41.870866,-71.5553,RI,44.0,44007.0,Providence County,440070127022.0
2322283,sg:cc0a7939a5444656b83c5a0910c8c396,Ocean State Urgent Care,RI,2888,621493.0,13,21.0,"{""<5"":0,""5-20"":6,""21-60"":2,""61-240"":5,"">240"":0}",41.745366,-71.40672099999999,RI,44.0,44003.0,Kent County,440030212001.0
2323007,sg:e658c563572a4f40a0e5c58f7083b39d,Four Franklin Salon,RI,2809,812112.0,9,20.0,"{""<5"":0,""5-20"":5,""21-60"":2,""61-240"":1,"">240"":1}",41.664506,-71.268355,RI,44.0,44001.0,Bristol County,440010308002.0
2323204,sg:edeed547ca9c42ea993318be469890f7,Church of The Ascension,RI,2910,813110.0,3,10.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",41.777309,-71.437384,RI,44.0,44007.0,Providence County,440070137022.0
2323276,sg:f0e43fd109ab40e7bb16cc5cb6577158,University Medicine Foundation,RI,2904,621111.0,5,61.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":2}",41.845451000000004,-71.405506,RI,44.0,44007.0,Providence County,440070032004.0
2323855,sg:0656a508eb7f4f829831f141b63f38de,The Wickford Collection,RI,2852,442110.0,1,4.0,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":0}",41.571346999999996,-71.453198,RI,44.0,44009.0,Washington County,440090503023.0
2324647,sg:200a50d89d2c44d184d0b8e67ed02969,Brewer Greenwich Bay Marina North,RI,2886,441222.0,10,14.5,"{""<5"":0,""5-20"":7,""21-60"":2,""61-240"":1,"">240"":0}",41.686104,-71.45043199999999,RI,44.0,44003.0,Kent County,440030220003.0
2324799,sg:24c59c50412941ce858decaf34feae6c,TCC,RI,2896,443142.0,6,12.0,"{""<5"":0,""5-20"":4,""21-60"":2,""61-240"":0,"">240"":0}",41.980041,-71.508808,RI,44.0,44007.0,Providence County,440070128031.0
2324974,sg:2a5a08f84ea747a880f058a5e8a3f625,Aaronson Lavoie Streitfeld and Co PC,RI,2905,541213.0,7,258.0,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":4}",41.783208,-71.400906,RI,44.0,44007.0,Providence County,440070135002.0
2325658,sg:422fc586e5014678bc6e922b81660c68,Mary E Fogarty El School,RI,2905,611110.0,21,71.0,"{""<5"":1,""5-20"":4,""21-60"":5,""61-240"":5,"">240"":6}",41.802714,-71.411051,RI,44.0,44007.0,Providence County,440070004003.0
2326031,sg:505c7a14d09448368007f15546cb7bc6,Ocean Mitsubishi,RI,2818,441120.0,1,109.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",41.672468,-71.499117,RI,44.0,44003.0,Kent County,440030222023.0
2326134,sg:53c2435fab814a41b507bfcee9d409b2,American Job Centers,RI,2879,561311.0,3,17.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":1}",41.447905,-71.472437,RI,44.0,44009.0,Washington County,440090513052.0
2326451,sg:5e4b52ed80d74f2882657c3a4e9ce801,Aviva Threading Salon,RI,2903,446120.0,5,13.0,"{""<5"":1,""5-20"":3,""21-60"":0,""61-240"":1,"">240"":0}",41.819425,-71.397175,RI,44.0,44007.0,Providence County,440070037002.0
2326828,sg:6bad3f8426134a7db5786c619cff97bb,Bright Ideas,RI,2842,624410.0,8,135.5,"{""<5"":0,""5-20"":0,""21-60"":3,""61-240"":5,"">240"":0}",41.534034999999996,-71.293481,RI,44.0,44005.0,Newport County,440050403032.0
2327342,sg:7e16f4efc053446abd7f0bb06644ee47,Apple Valley Mall,RI,2828,531120.0,505,10.0,"{""<5"":14,""5-20"":353,""21-60"":63,""61-240"":40,"">240"":35}",41.871037,-71.528681,RI,44.0,44007.0,Providence County,440070126012.0
2327684,sg:8b2e998163cf41af9573875085ef39da,Silver Spring Playground,RI,2914,713990.0,24,39.5,"{""<5"":0,""5-20"":6,""21-60"":8,""61-240"":8,"">240"":2}",41.799245,-71.368962,RI,44.0,44007.0,Providence County,440070105021.0
2327848,sg:912a2c51c1724eb5a2aa702039aca6b3,Hallmark Cards,RI,2879,453220.0,137,25.0,"{""<5"":2,""5-20"":50,""21-60"":62,""61-240"":21,"">240"":2}",41.443909000000005,-71.482636,RI,44.0,44009.0,Washington County,440090512024.0
2327922,sg:93d76cd17c074e95908077b7bcd13484,Premier Martial Arts North Kingstown,RI,2852,713940.0,55,20.0,"{""<5"":0,""5-20"":29,""21-60"":25,""61-240"":1,"">240"":0}",41.617109,-71.459346,RI,44.0,44009.0,Washington County,440090501034.0
2328033,sg:97e393b81b9448919aa17594ce07c4f6,Adrenaline Rush Motorsports,RI,2893,441228.0,15,19.0,"{""<5"":2,""5-20"":7,""21-60"":5,""61-240"":1,"">240"":0}",41.680603000000005,-71.526659,RI,44.0,44003.0,Kent County,440030201013.0
2328043,sg:9853061908ec48d1aa4c63e113f8a591,Ross Simons Jewelry,RI,2886,448310.0,30,30.5,"{""<5"":2,""5-20"":9,""21-60"":12,""61-240"":7,"">240"":0}",41.728274,-71.47584499999999,RI,44.0,44003.0,Kent County,440030223003.0
2328406,sg:a6583f7970bf43849cadbeb3114da96b,St James Baptist Church,RI,2895,813110.0,48,134.0,"{""<5"":0,""5-20"":11,""21-60"":7,""61-240"":13,"">240"":17}",41.996358,-71.52207,RI,44.0,44007.0,Providence County,440070176002.0
2328566,sg:ad4bf347874a43efb29ea8f615bd47e5,Graybar,RI,2907,423690.0,4,7.5,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":1,"">240"":0}",41.796162,-71.439657,RI,44.0,44007.0,Providence County,440070141003.0
2328719,sg:b2ac4ff3428c4f08b243bb476b160b19,lululemon athletica,RI,2906,448190.0,3,444.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":2}",41.829848,-71.387834,RI,44.0,44007.0,Providence County,440070035003.0
2329167,sg:c21a6df3ec2846c1b210754cb0594096,Paramedic Systems,RI,2809,485999.0,2,530.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":2}",41.676363,-71.267449,RI,44.0,44001.0,Bristol County,440010308001.0
2329653,sg:d51ddaebaf2a431fa84bee1f587b3dfa,The Reef,RI,2840,722511.0,8,32.0,"{""<5"":0,""5-20"":3,""21-60"":2,""61-240"":2,"">240"":1}",41.480994,-71.316011,RI,44.0,44005.0,Newport County,440050410002.0
2330167,sg:e9542d7049ad4e5dbd64878ca7a3a70a,Holy Cross Church,RI,2920,813110.0,5,16.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":0}",41.754294,-71.447441,RI,44.0,44007.0,Providence County,440070139003.0
2330889,sg:044a35eb5a714aabaec296faff47c4ba,Flowing Oil Kingdom Assemblies International,RI,2920,813110.0,1,14.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.796291,-71.481365,RI,44.0,44007.0,Providence County,440070148001.0
2331057,sg:09d9f11831f24ede98f142c4cffcc9fd,Sky Chef Restaurant,RI,2863,722511.0,17,918.0,"{""<5"":1,""5-20"":6,""21-60"":1,""61-240"":0,"">240"":9}",41.8872,-71.401347,RI,44.0,44007.0,Providence County,440070111002.0
2331248,sg:1050e776ec7a4efda434f73887f9f16a,Silver Creek Manor,RI,2809,621610.0,38,250.0,"{""<5"":3,""5-20"":6,""21-60"":3,""61-240"":6,"">240"":20}",41.680004,-71.27703000000001,RI,44.0,44001.0,Bristol County,440010309024.0
2331430,sg:162035af31b242829d713453414bc31e,Touch Of Class Auto Salon,RI,2909,811111.0,9,226.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":3,"">240"":4}",41.820347,-71.442264,RI,44.0,44007.0,Providence County,440070019006.0
2331526,sg:19e4db1d8d354a73851725a771b9fbce,BAK 2 Basics,RI,2886,722515.0,5,46.0,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":2,"">240"":0}",41.707415000000005,-71.452197,RI,44.0,44003.0,Kent County,440030221004.0
2332046,sg:2bc02cee0f4241bb9a2d0f2ed0f253c2,Broadway Bistro,RI,2903,722511.0,6,28.5,"{""<5"":0,""5-20"":1,""21-60"":4,""61-240"":1,"">240"":0}",41.821127000000004,-71.42444,RI,44.0,44007.0,Providence County,440070011001.0
2332645,sg:4003818ca8074b1c902f035349a06304,Mr T's Lock and Key,RI,2904,621511.0,2,525.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":1}",41.864723,-71.446147,RI,44.0,44007.0,Providence County,440070119011.0
2332756,sg:44352a803c764b06ac45c19d44b3b600,Rhode Island Billiard Bar & Bistro,RI,2911,722511.0,25,386.0,"{""<5"":0,""5-20"":3,""21-60"":2,""61-240"":5,"">240"":15}",41.857495,-71.484468,RI,44.0,44007.0,Providence County,440070121041.0
2332922,sg:4a5fbf8a02bd493e885053f8ff72ae96,Paquette's Family Restaurant Home of Heaven on Earth Catering,RI,2914,722511.0,18,9.5,"{""<5"":1,""5-20"":12,""21-60"":1,""61-240"":3,"">240"":1}",41.819392,-71.366838,RI,44.0,44007.0,Providence County,440070102004.0
2333931,sg:6d63613fef8d47839e186fd1716739f3,RI Internet Consignment and Sales,RI,2864,453310.0,16,495.0,"{""<5"":1,""5-20"":0,""21-60"":1,""61-240"":3,"">240"":11}",41.960728,-71.450934,RI,44.0,44007.0,Providence County,440070114034.0
2333938,sg:6dc587d035934841b74c97609c6698c1,China Dynasty Restaurant,RI,2920,722511.0,25,31.0,"{""<5"":0,""5-20"":9,""21-60"":7,""61-240"":2,"">240"":7}",41.786693,-71.472996,RI,44.0,44007.0,Providence County,440070148003.0
2334267,sg:78e1a4aaa8d3455c91a3b24865d2312a,School One,RI,2906,611110.0,6,13.5,"{""<5"":0,""5-20"":4,""21-60"":1,""61-240"":1,"">240"":0}",41.834824,-71.385029,RI,44.0,44007.0,Providence County,440070035004.0
2334949,sg:92874a3b37174919bba2cd3a392569af,Bulls Eye Shooting Supplies,RI,2895,451110.0,27,10.0,"{""<5"":2,""5-20"":19,""21-60"":2,""61-240"":2,"">240"":2}",41.991872,-71.514688,RI,44.0,44007.0,Providence County,440070176002.0
2335054,sg:96624e8827694e7c884b1b4df3a3cd36,Town Fair Tire,RI,2842,441310.0,22,8.5,"{""<5"":0,""5-20"":18,""21-60"":2,""61-240"":1,"">240"":1}",41.523610999999995,-71.297872,RI,44.0,44005.0,Newport County,440050403042.0
2335340,sg:a15d308965db41bda7034cac6599f6e9,Orangetheory Fitness,RI,2904,713940.0,43,40.0,"{""<5"":0,""5-20"":12,""21-60"":16,""61-240"":10,"">240"":5}",41.836884999999995,-71.408244,RI,44.0,44007.0,Providence County,440070031003.0
2335362,sg:a224405897b041a58a84bcada43c8d8d,Fuel and Flame,RI,2895,712190.0,30,365.0,"{""<5"":1,""5-20"":3,""21-60"":3,""61-240"":5,"">240"":18}",42.000333000000005,-71.49289399999999,RI,44.0,44007.0,Providence County,440070185003.0
2335466,sg:a5f0922408dc4ff08410b80c7e185209,Rhode Island Animal Medical Center,RI,2888,541940.0,7,40.0,"{""<5"":1,""5-20"":1,""21-60"":2,""61-240"":0,"">240"":3}",41.76658,-71.405596,RI,44.0,44003.0,Kent County,440030210011.0
2336580,sg:d01ad1da0ed04bd987888f535e7da599,Mekong Market,RI,2907,445110.0,22,13.5,"{""<5"":2,""5-20"":16,""21-60"":4,""61-240"":0,"">240"":0}",41.814414,-71.420949,RI,44.0,44007.0,Providence County,440070007003.0
2336640,sg:d238e79b6d6349b090f6a28e7d3b5b9e,Fisher Auto Parts,RI,2907,441310.0,11,42.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":5,"">240"":0}",41.790468,-71.424077,RI,44.0,44007.0,Providence County,440070015002.0
2336643,sg:d25f65736f534e078d6abeb2e20f04bf,National Lumber & Building Materials,RI,2909,444130.0,5,5.0,"{""<5"":2,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",41.813465,-71.442542,RI,44.0,44007.0,Providence County,440070016002.0
2336758,sg:d6b78939070e48b68c8411a1aadb8feb,Eyes Unique,RI,2910,446130.0,24,11.5,"{""<5"":0,""5-20"":15,""21-60"":6,""61-240"":2,"">240"":1}",41.783449,-71.450356,RI,44.0,44007.0,Providence County,440070140004.0
2336824,sg:d9130b8e4f2a4ecea8df57deea4129e2,Body Soul Personal Training,RI,2903,713940.0,70,63.0,"{""<5"":2,""5-20"":20,""21-60"":13,""61-240"":25,"">240"":10}",41.821331,-71.417709,RI,44.0,44007.0,Providence County,440070008001.0
2337193,sg:e82421039a5e4c7280e0b564f194c632,Vaughn Eyecare,RI,2822,446130.0,6,74.5,"{""<5"":1,""5-20"":2,""21-60"":0,""61-240"":3,"">240"":0}",41.52828,-71.55300600000001,RI,44.0,44009.0,Washington County,440090505003.0
2337957,sg:04bc91af90314b00a87a47da8bd62185,Big John Leyden's,RI,2817,452319.0,6,7.5,"{""<5"":1,""5-20"":5,""21-60"":0,""61-240"":0,"">240"":0}",41.646133,-71.707688,RI,44.0,44003.0,Kent County,440030208003.0
2338458,sg:151ee64157d64095a01ab953458abf5a,Advent Christian Church,RI,2857,813110.0,2,11.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",41.82143,-71.62317,RI,44.0,44007.0,Providence County,440070132022.0
2338986,sg:2777e531e3914656bb85c8905759f482,Champlin's Seafood,RI,2882,722511.0,19,14.0,"{""<5"":1,""5-20"":11,""21-60"":7,""61-240"":0,"">240"":0}",41.377206,-71.512784,RI,44.0,44009.0,Washington County,440090515041.0
2339258,sg:30748bfa0f1d498994919a91a8099e16,Mary V Jaffarian DMD,RI,2886,621210.0,1,5.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",41.700520000000004,-71.470001,RI,44.0,44003.0,Kent County,440030222011.0
2339268,sg:30e8051f6b3543f5a1757587d1185500,DB's Pizza,RI,2879,722511.0,1,4.0,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":0}",41.439589,-71.48751,RI,44.0,44009.0,Washington County,440090512021.0
2339308,sg:32208f99d9a642f9b4b2aa3961f0c80f,Cosmic Steak Pizza & Wieners,RI,2888,722511.0,21,10.0,"{""<5"":0,""5-20"":17,""21-60"":2,""61-240"":1,"">240"":1}",41.747879,-71.424477,RI,44.0,44003.0,Kent County,440030211001.0
2339382,sg:345eb755ca6a4a7f8b641fc4325a6c0b,Mcginn Park,RI,2852,712190.0,35,141.0,"{""<5"":0,""5-20"":6,""21-60"":8,""61-240"":9,"">240"":12}",41.618687,-71.46120400000001,RI,44.0,44009.0,Washington County,440090501034.0
2339388,sg:34beca85aff1483593867fd50cc93e94,Green Apple Mediterranean Grill,RI,2903,722511.0,16,8.0,"{""<5"":1,""5-20"":9,""21-60"":1,""61-240"":2,"">240"":3}",41.82318,-71.423773,RI,44.0,44007.0,Providence County,440070009001.0
2339548,sg:399ea914a862450ba99f50ce54dc6081,Keystone Audiology,RI,2886,621111.0,8,151.0,"{""<5"":0,""5-20"":1,""21-60"":2,""61-240"":2,"">240"":3}",41.726943,-71.479259,RI,44.0,44003.0,Kent County,440030223003.0
2340578,sg:5ec5b08e92db4f7eb3e0898bb804b013,Tardif Furniture,RI,2895,442110.0,41,39.0,"{""<5"":2,""5-20"":12,""21-60"":9,""61-240"":5,"">240"":13}",42.007732,-71.49283,RI,44.0,44007.0,Providence County,440070183001.0
